id,age,income,self_learning_hours,highest_degree,favourite_domain
695,55,80,1.04,High School,AI
696,22,30,3.61,PhD,Software Engineering
697,23,47,0.49,PhD,AI
698,28,78,1.73,PhD,Cybersecurity
699,19,53,2.73,Bachelor,Data Science
700,31,28,1.1,PhD,Software Engineering
701,20,83,2.48,Bachelor,Data Science
702,49,57,3.53,PhD,AI
703,23,40,1.53,PhD,Software Engineering
704,59,72,1.0,High School,Cybersecurity
705,68,96,1.44,PhD,Data Science
706,54,69,1.29,Master,Software Engineering
707,19,45,2.39,High School,Data Science
708,21,65,2.12,Bachelor,Software Engineering
709,24,36,2.63,Master,Business Analytics
710,70,99,0.22,Bachelor,Business Analytics
711,69,54,1.42,Bachelor,Software Engineering
712,33,80,1.27,Master,Business Analytics
713,19,95,2.8,Bachelor,Business Analytics
714,30,68,2.17,Bachelor,Cybersecurity
715,20,16,0.22,Bachelor,AI
716,51,66,0.0,Bachelor,Software Engineering
717,39,96,0.71,Master,AI
718,19,23,2.35,Bachelor,AI
719,51,51,3.84,Master,Cybersecurity
720,55,17,1.35,Master,Software Engineering
721,28,98,3.79,PhD,Data Science
722,29,95,3.87,Master,Software Engineering
723,60,80,3.26,PhD,Data Science
724,64,93,1.18,Bachelor,AI
725,62,78,1.57,High School,Software Engineering
726,56,45,3.68,Bachelor,Business Analytics
727,24,68,0.56,High School,Software Engineering
728,40,45,0.67,High School,Data Science
729,46,6,1.06,Bachelor,AI
730,40,37,3.15,High School,AI
731,42,61,2.93,Bachelor,Cybersecurity
732,49,53,1.4,PhD,AI
733,48,78,2.6,Bachelor,Software Engineering
734,46,14,3.2,High School,Data Science
735,19,45,1.04,High School,AI
736,39,26,3.55,Bachelor,AI
737,53,16,1.35,PhD,AI
738,45,88,0.66,PhD,Software Engineering
739,21,17,1.32,Bachelor,Cybersecurity
740,62,75,2.89,Master,Data Science
741,37,35,0.38,PhD,Business Analytics
742,53,67,0.61,Master,AI
743,45,16,1.18,PhD,Software Engineering
744,24,8,0.83,Master,AI
745,48,19,1.23,PhD,Cybersecurity
746,49,89,1.06,PhD,Software Engineering
747,41,53,1.48,PhD,AI
748,34,61,1.86,Bachelor,Data Science
749,54,12,0.6,High School,AI
750,60,49,3.23,PhD,Business Analytics
751,32,75,0.24,PhD,Business Analytics
752,44,73,2.75,PhD,Business Analytics
753,33,65,1.2,PhD,AI
754,50,78,3.6,Bachelor,AI
755,66,62,0.69,Bachelor,Software Engineering
756,69,29,0.5,PhD,AI
757,61,60,0.81,Bachelor,Business Analytics
758,34,45,3.64,High School,AI
759,42,76,1.59,Master,Data Science
760,51,63,3.67,High School,Business Analytics
761,55,71,3.13,High School,Cybersecurity
762,27,23,2.27,High School,AI
763,54,17,3.14,Master,Cybersecurity
764,34,54,2.62,PhD,AI
765,29,40,1.61,PhD,AI
766,43,47,2.76,High School,Cybersecurity
767,35,52,0.08,Master,Data Science
768,35,67,3.43,High School,Software Engineering
769,26,43,3.9,PhD,Data Science
770,35,98,1.67,High School,Software Engineering
771,46,32,3.65,PhD,Cybersecurity
772,66,71,3.47,High School,Business Analytics
773,68,25,0.26,PhD,Software Engineering
774,67,72,3.52,High School,Software Engineering
775,30,30,3.35,Bachelor,AI
776,47,11,3.67,Bachelor,Data Science
777,41,64,2.02,High School,AI
778,33,52,1.96,PhD,Software Engineering
779,48,80,2.21,Master,Software Engineering
780,34,100,3.32,High School,Data Science
781,19,54,0.2,Bachelor,Software Engineering
782,59,33,2.71,Master,Cybersecurity
783,50,7,3.46,High School,Cybersecurity
784,26,87,0.69,High School,Software Engineering
785,34,82,3.22,Master,Data Science
786,45,53,3.41,PhD,Data Science
787,31,64,1.21,PhD,Business Analytics
788,24,5,2.05,Master,Business Analytics
789,59,81,2.44,Master,AI
790,48,13,1.35,Master,Data Science
791,35,38,2.62,Master,Software Engineering
792,27,71,3.06,High School,Business Analytics
793,43,89,1.28,Bachelor,AI
794,59,68,3.99,Master,Cybersecurity
795,43,54,2.95,Bachelor,Data Science
796,64,96,0.89,PhD,Data Science
797,50,43,3.38,Bachelor,Data Science
798,24,65,0.51,Master,Business Analytics
799,66,28,3.79,Master,AI
800,32,50,0.89,Master,Cybersecurity
801,68,47,1.49,Master,Cybersecurity
802,25,65,0.21,High School,Cybersecurity
803,30,69,0.48,PhD,Business Analytics
804,37,57,0.22,Bachelor,Software Engineering
805,30,48,1.64,PhD,Software Engineering
806,38,96,0.72,High School,Cybersecurity
807,39,85,3.95,Master,AI
808,18,62,1.09,Bachelor,Business Analytics
809,66,25,1.96,High School,Software Engineering
810,57,60,2.53,PhD,Cybersecurity
811,48,54,0.02,Bachelor,Data Science
812,18,46,3.03,Bachelor,AI
813,61,5,2.51,Bachelor,Software Engineering
814,62,49,1.25,High School,Cybersecurity
815,50,80,1.22,High School,AI
816,37,42,1.82,Master,Cybersecurity
817,61,22,1.37,PhD,Data Science
818,66,29,0.66,PhD,AI
819,32,33,2.91,Bachelor,Software Engineering
820,64,7,2.36,Bachelor,AI
821,41,96,2.6,High School,Cybersecurity
822,58,37,3.08,High School,Business Analytics
823,21,89,0.43,High School,AI
824,62,19,1.67,PhD,AI
825,53,37,1.9,Bachelor,Software Engineering
826,62,92,2.52,Master,Cybersecurity
827,60,17,2.65,Master,Business Analytics
828,56,94,0.55,High School,Business Analytics
829,64,84,0.47,High School,AI
830,49,30,2.44,Master,Business Analytics
831,30,50,2.81,Master,Software Engineering
832,20,75,1.99,Bachelor,Cybersecurity
833,39,35,0.01,High School,AI
834,54,90,1.98,High School,Business Analytics
835,22,97,2.89,Master,Software Engineering
836,47,42,1.06,High School,AI
837,70,27,3.5,Master,Data Science
838,69,91,1.25,High School,AI
839,66,10,0.04,Bachelor,Software Engineering
840,39,50,3.58,Master,AI
841,41,48,0.73,PhD,Cybersecurity
842,47,39,3.34,PhD,Cybersecurity
843,59,26,0.45,High School,Software Engineering
844,24,58,3.64,PhD,Business Analytics
845,61,61,0.73,PhD,Data Science
846,57,8,3.45,Bachelor,Cybersecurity
847,49,19,3.55,PhD,AI
848,22,38,2.62,High School,Business Analytics
849,67,100,2.31,Bachelor,Data Science
850,51,71,2.75,High School,Cybersecurity
851,60,98,0.99,Master,Cybersecurity
852,27,76,3.57,High School,AI
853,59,25,2.02,PhD,Cybersecurity
854,28,14,3.01,Master,Software Engineering
855,39,40,0.2,Bachelor,Business Analytics
856,59,53,1.61,Bachelor,AI
857,47,61,3.21,PhD,AI
858,49,62,1.26,PhD,AI
859,24,56,1.65,High School,AI
860,68,82,3.85,Master,Business Analytics
861,53,31,2.62,PhD,Data Science
862,41,11,3.27,PhD,Data Science
863,53,84,2.4,Master,Cybersecurity
864,25,17,3.04,Bachelor,AI
865,39,50,3.32,Master,Business Analytics
866,51,52,2.81,High School,Software Engineering
867,49,22,3.29,PhD,AI
868,34,83,0.78,High School,Cybersecurity
869,31,63,3.3,Bachelor,Data Science
870,24,58,0.19,High School,Cybersecurity
871,47,89,2.36,Bachelor,Cybersecurity
872,18,72,2.94,PhD,Business Analytics
873,48,70,3.12,Bachelor,Business Analytics
874,29,98,3.26,High School,Cybersecurity
875,60,81,2.42,Master,Business Analytics
876,42,58,3.92,Bachelor,Data Science
877,43,48,3.88,PhD,Software Engineering
878,26,57,2.41,Master,Business Analytics
879,38,96,2.95,Bachelor,Software Engineering
880,31,84,2.86,Master,Software Engineering
881,63,88,3.9,Bachelor,Business Analytics
882,52,93,2.55,High School,Data Science
883,53,66,2.33,PhD,Business Analytics
884,36,59,3.23,High School,AI
885,42,23,0.21,High School,Software Engineering
886,35,25,3.93,Master,Software Engineering
887,21,93,3.14,Bachelor,Business Analytics
888,20,50,3.26,High School,Business Analytics
889,61,99,2.25,Bachelor,Business Analytics
890,42,35,2.04,Master,AI
891,42,54,1.67,Master,Business Analytics
892,21,6,2.97,Bachelor,Business Analytics
893,67,61,3.32,Master,Business Analytics
894,52,99,2.41,Bachelor,Data Science
895,46,27,3.93,High School,Software Engineering
896,29,99,2.06,PhD,AI
897,45,40,2.23,Bachelor,Software Engineering
898,55,37,0.02,PhD,Software Engineering
899,20,24,3.71,High School,Business Analytics
900,60,43,1.96,Master,AI
901,68,95,1.27,Bachelor,Software Engineering
902,51,13,3.15,Bachelor,Cybersecurity
903,52,73,1.61,Master,Software Engineering
904,31,89,1.33,Master,Data Science
905,31,84,2.12,High School,AI
906,60,49,1.78,Bachelor,AI
907,61,46,1.53,High School,Cybersecurity
908,34,74,2.9,High School,Business Analytics
909,70,52,2.06,PhD,Cybersecurity
910,20,42,3.59,Bachelor,Data Science
911,50,15,3.79,Bachelor,Business Analytics
912,52,5,2.51,Bachelor,Software Engineering
913,61,59,3.34,Bachelor,Business Analytics
914,62,99,3.1,High School,Software Engineering
915,19,63,2.87,High School,AI
916,22,11,0.71,Master,Business Analytics
917,22,78,3.29,Master,Cybersecurity
918,42,62,2.52,PhD,Data Science
919,19,54,2.69,High School,Business Analytics
920,22,100,2.34,High School,Data Science
921,50,18,1.16,Master,Business Analytics
922,23,41,3.06,PhD,Cybersecurity
923,43,89,0.12,Bachelor,Business Analytics
924,32,22,2.99,Master,Software Engineering
925,37,91,3.55,Master,AI
926,53,76,0.57,High School,AI
927,54,81,1.58,High School,Data Science
928,31,100,2.97,Master,Software Engineering
929,44,87,3.41,Bachelor,Software Engineering
930,29,33,2.47,Master,Software Engineering
931,25,28,2.68,High School,Business Analytics
932,47,87,2.2,Master,AI
933,34,17,0.79,PhD,Data Science
934,40,21,2.69,Bachelor,AI
935,36,84,0.28,Bachelor,Data Science
936,49,62,1.31,Master,Business Analytics
937,27,77,2.27,Master,Cybersecurity
938,28,5,1.25,Bachelor,Cybersecurity
939,35,51,0.54,Master,Cybersecurity
940,47,62,1.43,Master,Cybersecurity
941,53,18,0.7,High School,Data Science
942,70,22,3.57,Bachelor,Data Science
943,64,85,0.31,High School,AI
944,50,85,0.12,PhD,Business Analytics
945,31,9,2.21,PhD,Software Engineering
946,41,55,0.89,Master,Software Engineering
947,47,69,2.04,PhD,Data Science
948,50,6,2.65,Bachelor,Business Analytics
949,26,62,0.64,Bachelor,Cybersecurity
950,40,10,0.88,PhD,Software Engineering
951,22,38,1.48,High School,Software Engineering
952,51,51,1.55,PhD,AI
953,20,88,1.3,Master,Data Science
954,55,74,2.28,PhD,Cybersecurity
955,41,80,2.61,High School,Business Analytics
956,34,53,3.89,Bachelor,Business Analytics
957,43,50,3.27,Master,Cybersecurity
958,68,66,3.55,High School,Business Analytics
959,26,61,0.66,High School,Business Analytics
960,59,40,0.85,Bachelor,Software Engineering
961,41,82,2.87,High School,Software Engineering
962,44,47,2.88,PhD,Cybersecurity
963,48,31,2.36,PhD,AI
964,33,10,0.51,Bachelor,Software Engineering
965,58,70,0.16,Bachelor,AI
966,28,38,3.69,PhD,Business Analytics
967,54,86,0.07,Master,AI
968,31,62,2.43,PhD,Cybersecurity
969,28,33,3.32,Bachelor,Business Analytics
970,70,28,2.49,Master,Software Engineering
971,64,92,1.37,PhD,Business Analytics
972,55,13,0.92,PhD,Software Engineering
973,24,7,0.81,PhD,Software Engineering
974,56,17,0.71,High School,Business Analytics
975,50,20,0.37,Bachelor,Business Analytics
976,52,5,3.59,PhD,Business Analytics
977,44,52,3.5,PhD,Software Engineering
978,69,66,3.16,PhD,Data Science
979,55,99,3.63,High School,Cybersecurity
980,26,37,1.91,Bachelor,AI
981,36,81,3.51,PhD,Data Science
982,30,5,2.84,High School,Business Analytics
983,51,20,2.08,PhD,Software Engineering
984,62,45,1.64,High School,Software Engineering
985,45,88,2.34,Master,Business Analytics
986,45,77,1.46,Master,Cybersecurity
987,66,31,1.65,PhD,Software Engineering
988,41,76,2.22,Master,Data Science
989,54,49,3.1,PhD,Software Engineering
990,60,20,2.99,PhD,Software Engineering
991,24,32,2.03,Master,Business Analytics
992,57,94,2.74,High School,Software Engineering
993,42,86,0.02,High School,Software Engineering
994,48,81,1.74,High School,Data Science
995,32,52,0.32,High School,Cybersecurity
996,43,83,2.62,Master,Business Analytics
997,21,27,2.56,PhD,AI
998,30,89,3.72,Master,Software Engineering
999,20,81,2.04,Bachelor,Business Analytics
1000,28,91,0.14,Bachelor,AI
1001,28,16,3.99,PhD,Data Science
1002,60,55,1.62,Bachelor,Business Analytics
1003,18,99,2.81,High School,Business Analytics
1004,36,97,3.32,Master,Data Science
1005,70,40,0.91,Bachelor,Cybersecurity
1006,43,78,0.02,Bachelor,Cybersecurity
1007,50,18,2.23,Master,Data Science
1008,25,70,3.83,Master,Cybersecurity
1009,42,77,1.93,Bachelor,Data Science
1010,67,63,2.73,High School,Cybersecurity
1011,25,38,0.27,Bachelor,Software Engineering
1012,69,45,1.65,Master,Business Analytics
1013,52,6,2.8,Master,Software Engineering
1014,36,16,1.6,Master,AI
1015,53,27,1.91,Master,Software Engineering
1016,54,39,0.73,Bachelor,Cybersecurity
1017,65,30,0.94,Bachelor,Data Science
1018,31,34,0.81,Bachelor,Business Analytics
1019,40,24,3.12,High School,AI
1020,61,89,1.97,High School,Business Analytics
1021,20,66,1.48,Master,Cybersecurity
1022,54,40,1.96,Master,Cybersecurity
1023,32,78,0.51,PhD,Cybersecurity
1024,52,9,2.01,PhD,Software Engineering
1025,47,20,2.79,PhD,Data Science
1026,62,6,0.05,Bachelor,Cybersecurity
1027,55,17,1.3,Master,Software Engineering
1028,53,38,0.95,PhD,Business Analytics
1029,39,51,0.74,PhD,Software Engineering
1030,44,94,3.01,Master,Cybersecurity
1031,35,62,0.72,Bachelor,Business Analytics
1032,61,34,3.26,Master,Software Engineering
1033,53,60,3.43,Bachelor,Software Engineering
1034,69,99,0.6,High School,Software Engineering
1035,44,68,0.54,Master,Cybersecurity
1036,37,37,2.25,High School,Cybersecurity
1037,24,93,0.65,Bachelor,Data Science
1038,48,85,0.39,Master,Data Science
1039,41,51,2.24,Master,Data Science
1040,19,57,0.48,Bachelor,Business Analytics
1041,54,88,2.6,Bachelor,Data Science
1042,40,46,2.69,PhD,Cybersecurity
1043,23,53,2.45,PhD,Software Engineering
1044,28,86,3.23,Master,Cybersecurity
1045,58,83,2.29,High School,AI
1046,28,48,0.91,Master,Data Science
1047,63,39,2.42,PhD,Data Science
1048,46,51,2.99,PhD,Cybersecurity
1049,28,28,3.42,Bachelor,Software Engineering
1050,60,37,3.76,High School,Software Engineering
1051,28,55,0.41,High School,Cybersecurity
1052,53,11,0.11,PhD,Business Analytics
1053,66,15,0.42,Bachelor,AI
1054,59,54,1.24,Bachelor,Data Science
1055,46,85,0.51,Bachelor,AI
1056,20,89,1.43,Master,Cybersecurity
1057,47,74,3.74,PhD,Software Engineering
1058,62,74,0.71,PhD,Business Analytics
1059,45,72,2.56,Master,Data Science
1060,48,74,0.91,High School,Cybersecurity
1061,37,51,1.65,Bachelor,Data Science
1062,18,5,2.09,Bachelor,Data Science
1063,36,65,2.14,PhD,Cybersecurity
1064,37,6,3.06,Master,Business Analytics
1065,32,5,2.19,Bachelor,Cybersecurity
1066,53,60,1.58,Bachelor,Cybersecurity
1067,42,33,1.05,PhD,Software Engineering
1068,51,83,3.23,Master,Data Science
1069,59,100,2.13,Master,Cybersecurity
1070,30,13,0.73,Master,AI
1071,58,63,2.47,Master,Business Analytics
1072,49,29,1.28,Bachelor,AI
1073,52,7,0.74,High School,Data Science
1074,35,21,2.86,High School,Software Engineering
1075,23,24,0.06,Bachelor,Data Science
1076,44,44,3.14,PhD,Data Science
1077,47,94,3.17,Master,AI
1078,66,23,0.22,PhD,AI
1079,52,65,0.73,Master,Cybersecurity
1080,18,20,3.9,Bachelor,Cybersecurity
1081,67,61,0.99,High School,Software Engineering
1082,47,99,3.08,Bachelor,Cybersecurity
1083,42,92,3.84,Master,Software Engineering
1084,58,98,0.17,High School,Data Science
1085,48,86,1.2,Master,AI
1086,60,32,3.89,Bachelor,Cybersecurity
1087,38,6,0.67,Master,Business Analytics
1088,25,55,3.16,High School,AI
1089,55,93,1.9,Bachelor,Data Science
1090,67,16,0.99,PhD,AI
1091,61,84,1.35,High School,AI
1092,40,87,0.62,High School,Software Engineering
1093,49,34,1.27,Master,Cybersecurity
1094,64,29,0.09,PhD,Data Science
1095,64,22,1.0,High School,Cybersecurity
1096,63,61,2.24,PhD,Software Engineering
1097,54,28,2.17,Master,Cybersecurity
1098,35,81,3.66,Bachelor,AI
1099,51,24,1.8,Master,Business Analytics
1100,41,63,0.0,PhD,Software Engineering
1101,19,84,3.43,Bachelor,Data Science
1102,64,13,2.63,PhD,Software Engineering
1103,51,92,1.99,Bachelor,Business Analytics
1104,36,46,1.64,Master,AI
1105,24,71,2.64,High School,Software Engineering
1106,29,9,0.81,PhD,Software Engineering
1107,24,9,2.28,PhD,Cybersecurity
1108,51,84,2.81,Master,AI
1109,41,33,2.42,High School,AI
1110,31,88,1.97,High School,Cybersecurity
1111,69,86,0.24,PhD,Data Science
1112,68,95,0.23,Master,Business Analytics
1113,20,98,0.28,Master,AI
1114,31,71,0.39,Bachelor,Business Analytics
1115,42,29,0.77,Bachelor,Business Analytics
1116,58,27,2.23,PhD,AI
1117,67,86,2.31,PhD,Cybersecurity
1118,24,26,3.17,PhD,Business Analytics
1119,39,89,0.63,PhD,Data Science
1120,38,75,3.97,Master,Data Science
1121,44,86,1.72,Master,Business Analytics
1122,33,77,2.18,PhD,Business Analytics
1123,65,37,1.44,PhD,Cybersecurity
1124,43,5,2.91,Master,Business Analytics
1125,19,71,0.54,Master,AI
1126,37,33,0.86,Master,AI
1127,67,93,3.29,Bachelor,AI
1128,20,63,1.42,Bachelor,Data Science
1129,41,79,1.0,Master,Data Science
1130,23,78,1.6,Bachelor,AI
1131,64,46,3.17,Bachelor,Cybersecurity
1132,70,93,2.81,High School,Business Analytics
1133,59,43,0.15,PhD,AI
1134,67,12,3.69,Master,Data Science
1135,70,60,1.67,High School,Software Engineering
1136,65,88,3.4,High School,Cybersecurity
1137,21,44,2.1,Master,Business Analytics
1138,54,24,1.31,Bachelor,Software Engineering
1139,21,91,2.93,PhD,Cybersecurity
1140,66,81,2.3,High School,Software Engineering
1141,45,42,3.15,Bachelor,Software Engineering
1142,39,15,1.9,High School,Business Analytics
1143,43,38,0.34,PhD,Software Engineering
1144,66,22,1.92,Bachelor,Cybersecurity
1145,43,88,2.29,Bachelor,Software Engineering
1146,22,39,3.11,Master,Business Analytics
1147,23,19,2.69,PhD,Data Science
1148,40,29,1.28,High School,Data Science
1149,28,49,2.46,PhD,Business Analytics
1150,27,61,0.18,Bachelor,Software Engineering
1151,61,52,0.62,High School,AI
1152,65,11,0.97,Bachelor,Data Science
1153,18,48,2.78,High School,Data Science
1154,46,65,0.09,Bachelor,Business Analytics
1155,31,31,2.19,Master,Business Analytics
1156,48,84,2.92,Bachelor,AI
1157,42,79,3.62,High School,Data Science
1158,28,12,1.14,Master,AI
1159,47,88,3.78,High School,Cybersecurity
1160,60,39,2.65,Master,AI
1161,19,42,3.47,PhD,Software Engineering
1162,42,70,3.91,High School,Data Science
1163,49,81,2.13,Bachelor,Software Engineering
1164,50,63,2.24,High School,AI
1165,33,72,1.22,PhD,Cybersecurity
1166,65,25,0.07,Master,Data Science
1167,58,43,0.94,Master,AI
1168,58,37,3.51,High School,Business Analytics
1169,35,33,0.61,PhD,Software Engineering
1170,23,98,1.53,Bachelor,Cybersecurity
1171,33,78,0.61,Master,Business Analytics
1172,39,62,2.17,Bachelor,Software Engineering
1173,55,74,2.74,Bachelor,Software Engineering
1174,37,93,2.82,Bachelor,Cybersecurity
1175,67,23,2.62,Bachelor,Data Science
1176,22,76,2.13,High School,Software Engineering
1177,38,23,2.91,Master,Cybersecurity
1178,44,43,1.77,Master,Software Engineering
1179,67,29,0.43,Bachelor,AI
1180,66,83,2.47,Bachelor,Business Analytics
1181,32,34,2.75,Master,AI
1182,62,66,0.54,PhD,Data Science
1183,29,54,1.97,Bachelor,Software Engineering
1184,30,33,0.13,High School,Data Science
1185,44,33,2.97,Bachelor,Software Engineering
1186,22,27,3.71,PhD,Business Analytics
1187,49,93,1.3,PhD,Software Engineering
1188,45,56,3.1,PhD,Data Science
1189,43,83,3.76,High School,Business Analytics
1190,24,62,1.83,High School,Software Engineering
1191,51,73,1.58,High School,Business Analytics
1192,42,71,3.06,High School,Software Engineering
1193,36,61,1.59,Master,Data Science
1194,47,26,1.69,High School,Business Analytics
1195,27,64,3.32,PhD,AI
1196,64,69,0.45,Bachelor,Cybersecurity
1197,44,46,1.8,Bachelor,Cybersecurity
1198,55,96,3.58,PhD,AI
1199,34,46,2.77,Bachelor,AI
1200,23,19,2.82,Master,AI
1201,51,95,1.54,Bachelor,Cybersecurity
1202,53,53,0.18,Bachelor,Data Science
1203,54,89,3.45,Bachelor,Software Engineering
1204,29,96,0.21,Master,Data Science
1205,64,62,1.16,Bachelor,AI
1206,26,30,0.01,Master,AI
1207,47,68,3.42,High School,Business Analytics
1208,49,35,0.87,PhD,Cybersecurity
1209,44,61,0.32,High School,Software Engineering
1210,53,40,2.48,Bachelor,AI
1211,29,23,0.22,Master,AI
1212,27,9,2.67,Master,Data Science
1213,23,11,0.44,Bachelor,Software Engineering
1214,61,41,2.44,Bachelor,Cybersecurity
1215,65,79,1.44,High School,AI
